customer_id,avg_transaction_value
C8281,2386.018000
C1870,2590.972000
C5113,2753.642727
C9553,1961.000909
C8116,3238.881818
C8518,2844.452222
C9804,2014.042941
C1284,1816.873333
C6266,1908.365000
C8655,2716.732727
C4665,2075.469286
C2617,3021.028571
C7563,2710.891176
C9235,2850.720714
C4951,2749.448667
C7712,2526.460000
C7254,2577.735714
C2474,2774.043125
C2361,2249.038667
C9974,2868.854286
C5376,1988.985000
C7000,1696.846154
C8296,1996.107273
C2255,2122.111818
C8603,2870.225455
C8094,2359.956923
C6106,3194.753333
C2775,2069.258571
C8407,2812.885333
C4003,1494.323000
C4844,2646.154444
C1811,2625.804167
C5906,2462.916667
C3926,2652.409167
C7410,2852.699167
C4284,2616.706429
C4481,2444.244375
C9037,2305.069375
C9474,1835.350000
C2989,2555.073750
C8357,2993.112353
C5845,2167.853478
C3936,1831.580833
C1062,2788.855000
C7093,2344.967500
C8250,2567.910000
C7270,1973.547000
C2904,1684.897500
C8342,2184.868889
C1154,2527.975000
C6530,1894.102500
C2952,3243.838889
C3909,1755.697000
C3402,2981.445000
C5092,2091.953333
C6377,2740.710000
C4311,2290.393333
C4347,2870.228000
C7731,3539.294444
C4743,2606.600000
C8096,2583.142632
C9857,3537.562143
C4025,2936.066667
C2166,2212.137143
C1314,1765.947500
C4497,1340.394000
C9533,2667.388750
C6319,3542.160000
C7428,2500.989375
C9181,2788.504545
C8517,2302.873333
C5234,2492.298000
C1625,1924.688000
C2842,2228.569167
C7073,2981.347273
C5776,2926.918182
C1150,2320.979000
C8834,2643.444545
C1267,1860.037778
C7323,2058.263333
C4578,2887.832273
C7007,2917.635294
C7488,1805.616316
C2236,1659.721111
C2699,2790.933077
C6818,2749.741875
C3243,2232.267857
C2355,2809.057500
C6273,2605.385333
C8616,1664.234667
C8068,2522.454615
C4869,2533.678571
C8217,2065.007857
C2148,2473.841333
C3369,1878.096154
C7682,2723.866923
C2370,2138.050769
C9518,1941.141111
C2007,1796.740000
C5097,2636.402143
C6017,2319.351818
C2469,2967.588889
C9061,2378.971538
C5486,3112.813571
C3079,1589.123000
C4704,2218.870000
C6889,3007.892500
C9552,3004.978824
C7222,2485.114667
C5151,2538.242222
C6630,1937.495000
C6118,3461.288182
C1699,2507.272500
C3118,3440.315833
C6459,1872.175000
C3957,2280.181538
C3916,3208.965294
C2714,2297.446364
C9164,2531.560000
C8104,1646.447500
C9584,2450.424375
C1767,1635.790000
C3625,2034.175385
C1536,2755.030000
C4996,2214.900000
C2129,2494.038333
C7768,3874.651250
C8609,2381.599167
C3090,2124.780000
C5885,2447.824706
C4247,2137.307500
C6677,2670.301429
C8143,2578.773333
C8565,2271.062308
C1001,2073.040625
C6271,1715.735833
C1079,2612.695000
C4044,2169.233000
C6636,2078.546364
C2025,3980.432143
C7140,3220.266667
C9449,3065.114118
C5782,3671.067143
C2940,3840.578182
C5039,2991.658571
C8889,2132.760625
C3263,2620.972727
C8575,2641.406667
C7084,2859.428000
C6400,2002.449286
C4691,2235.492500
C6620,2260.656000
C6183,2550.575714
C4798,2974.476364
C1144,1525.386667
C1349,1826.596875
C7867,2465.638000
C3729,1616.004286
C8032,2444.394000
C9386,2046.002143
C3192,2711.558571
C5479,2363.559231
C1707,2422.308462
C4220,2094.062105
C9434,1864.884000
C4230,2132.535556
C6347,2304.496923
C5702,1879.418182
C6180,2548.279375
C5125,1985.692941
C6078,2413.571429
C8259,2784.157000
C9905,2946.999286
C3009,2025.308125
C4669,2083.832500
C7342,2731.725333
C6813,1875.699231
C1743,2600.650588
C5668,2705.134286
C9685,3208.115556
C8887,1735.125625
C9758,2342.493077
C4775,1611.854000
C3411,2536.953636
C4615,2698.530833
C7646,2339.877895
C8454,2163.892308
C7815,2563.774500
C6722,2303.754615
C5225,2205.757333
C2734,2569.039444
C8821,2644.953000
C3782,2512.155556
C4257,2317.366364
C8941,2400.669412
C9821,3323.877500
C7725,1550.282222
C2117,2936.376667
C5152,3432.258889
C1661,2183.197692
C6309,2026.157778
C8190,3243.326667
C8852,3185.056000
C8634,2148.097143
C9545,2194.706000
C7762,2589.416667
C9205,1962.870000
C3784,1497.263333
C2381,2820.361250
C1473,1962.830714
C4919,2362.934286
C3864,2292.882667
C6850,2748.832500
C7773,1821.563333
C5660,2111.729333
C1932,3771.570909
C6732,1963.845000
C8949,2260.630909
C1055,1938.252500
C4405,2409.646429
C4082,1975.105333
C4267,2197.301333
C3482,1923.846000
C6971,2633.957647
C2065,2543.117143
C5314,2480.829000
C1119,3067.897143
C6777,3245.654615
C5868,2065.466000
C8965,2031.962857
C6405,2093.266429
C4164,2116.876667
C2230,3253.244667
C9514,2895.742778
C3550,2256.859231
C6617,2545.568125
C7861,3193.884000
C8166,2525.474286
C8481,2092.085455
C1086,3152.180833
C3865,2648.297333
C8385,1590.167500
C6140,2312.916000
C5031,2731.641538
C9208,1692.643636
C4034,1752.545714
C5137,2406.408947
C3738,1948.066000
C5339,3491.643125
C2813,2460.188333
C2254,2593.578125
C4787,2760.877500
C2764,2998.751667
C7850,2795.220000
C7319,2128.639000
C5565,1703.684286
C8383,2306.578000
C5203,2371.197273
C6807,2725.829091
C5062,3469.346667
C2519,2398.085000
C2421,3076.286364
C6573,3538.315333
C1081,2839.892143
C4180,2450.069333
C8775,2326.522000
C6600,1935.285455
C5356,2800.231429
C2465,2800.195714
C3734,2209.639333
C2575,3171.877273
C6500,4229.905000
C6622,2961.005714
C2733,2681.563077
C5061,2480.412857
C5748,2852.595556
C9269,2347.929000
C1290,2221.830625
C4654,3962.925000
C1844,3466.110000
C4677,1700.279500
C6524,3208.586667
C7022,2705.764000
C5870,2091.238750
C6973,2330.035000
C1855,2991.013750
C6826,2323.091818
C9720,2442.955714
C1827,3121.676000
C3685,3372.793333
C7247,2988.272353
C4177,2686.093333
C9101,2527.235000
C9253,2100.863684
C2233,2031.097857
C9421,2942.898750
C4500,2189.866000
C1910,2420.555000
C2248,2391.193000
C9511,1051.017143
C3513,2252.404375
C3713,2314.252083
C7951,2771.179545
C5583,3472.917059
C9237,1807.120000
C6569,2473.016000
C6015,1832.444615
C6111,2516.970625
C2512,2037.823333
C1181,2657.347143
C6441,2451.036923
C1109,1816.790714
C3644,2064.087857
C9368,3512.995000
C1723,1803.535000
C4624,1944.451111
C3962,2554.155294
C3358,2059.573333
C9849,2059.425000
C1053,2414.112500
C5602,2420.586000
C9367,1626.840000
C5850,2849.673333
C9271,2101.728667
C6187,1852.608000
C6386,3079.237273
C5942,1990.601818
C7982,3180.379231
C6437,1824.125789
C8987,2895.752857
C6734,2539.476250
C7871,3865.221250
C9807,2572.568571
C8278,3022.386875
C4603,1575.720000
C4564,2609.895000
C1599,2485.296667
C1386,2877.127273
C6641,3157.006875
C9024,2548.925556
C3993,2770.589286
C9920,3048.480000
C6445,2748.212667
C8157,2788.167500
C7803,1420.755000
C3631,2918.378750
C2479,2596.842000
C1547,2103.449091
C6788,2037.145000
C8528,2364.965556
C3285,1975.287778
C7865,2711.061818
C1283,2697.670000
C9702,3615.340000
C8376,3424.053333
C4355,2514.365385
C3826,2628.207647
C5344,3331.817333
C6625,2097.006875
C7958,1286.099167
C1304,1415.054615
C6921,1797.986923
C5346,2054.690000
C1618,1104.061538
C3632,2415.976364
C9818,3034.547059
C4548,2270.604444
C8214,1753.645294
C8922,3698.900000
C3167,2132.911176
C6296,2103.884444
C5529,3087.054118
C4705,3458.486000
C8409,2816.434286
C9366,1851.739286
C2892,1874.229167
C8402,2662.888571
C5018,2532.682857
C4377,2696.932857
C9139,2369.952500
C1008,3193.709286
C2018,3074.171667
C4537,3736.198889
C1056,1456.533636
C2298,3029.950526
C5711,3546.373333
C6242,1999.012857
C8364,2033.096429
C4031,2595.040000
C6852,2410.482500
C9310,2203.141250
C1933,2906.006667
C2432,1860.568750
C6844,1978.885000
C4635,2414.566154
C1694,2754.260000
C9551,2496.533125
C2119,1772.610000
C2543,2093.596000
C4052,3339.499286
C8131,2291.217500
C2219,2515.825333
C5997,3006.674167
C2852,2646.060000
C7344,1711.095455
C5377,1048.265000
C2252,2064.557000
C2591,2572.917857
C2785,2005.985455
C2765,2449.874000
C4546,2556.317857
C4493,1824.544167
C1348,1952.068824
C1263,1976.152727
C8314,2701.240909
C6522,2388.090000
C7654,2144.824615
C9984,2891.854375
C8544,3856.977778
C2925,1625.030625
C1157,2003.524118
C9482,2195.424737
C2568,1740.537778
C5127,2287.567143
C6318,2304.114615
C5891,2048.570000
C4381,1857.771429
C6880,2738.804118
C5220,2499.837500
C8919,2391.785385
C5235,2138.176429
C6433,2822.007778
C6760,4714.612857
C6336,3619.883333
C2253,2391.440000
C2577,3835.550000
C2051,1930.938889
C1796,3061.729091
C2970,3184.591176
C3465,2480.906000
C2055,1680.204545
C1355,2450.422778
C5816,2254.610714
C9638,1448.930000
C8841,2075.557273
C9011,3348.843571
C8637,3617.020000
C2782,3963.675000
C8420,1667.986667
C4514,2419.275000
C7246,3589.087333
C4701,1153.385000
C3630,3249.096364
C4004,1788.398235
C5194,3778.644545
C3780,2372.528125
C2014,2020.898750
C9401,2496.737368
C1294,2033.520000
